0, 5155
10, 5152
20, 5145
30, 5128
40, 5108
50, 5089
60, 5066
70, 5021
80, 4983
90, 4936
100, 4869
110, 4790
120, 4666
130, 4534
140, 4384
150, 4224
160, 4037
170, 3867
180, 3640
190, 3452
200, 3211
210, 2997
220, 2794
230, 2600
240, 2416
250, 2210
260, 2030
270, 1860
280, 1725
290, 1587
300, 1503
310, 1371
320, 1244
330, 1121
340, 1020
350, 923
360, 859
370, 792
380, 707
390, 644
400, 594
410, 549
420, 516
430, 484
440, 421
450, 399
460, 383
470, 373
480, 358
490, 339
500, 315
510, 269
520, 261
530, 253
540, 236
550, 229
560, 229
570, 219
580, 193
590, 183
600, 172
610, 170
620, 156
630, 148
640, 140
650, 135
660, 126
670, 119
680, 116
690, 110
700, 108
710, 101
720, 95
730, 89
740, 86
750, 86
760, 86
770, 86
780, 78
790, 73
800, 68
810, 68
820, 66
830, 63
840, 60
850, 60
860, 53
870, 53
880, 53
890, 51
900, 48
910, 48
920, 48
930, 48
940, 47
950, 47
960, 42
970, 37
980, 34
990, 32
1000, 30
1010, 27
1020, 24
1030, 24
1040, 24
1050, 24
1060, 24
1070, 22
1080, 22
1090, 22
1100, 22
1110, 22
1120, 19
1130, 16
1140, 13
1150, 13
1160, 11
1170, 11
1180, 11
1190, 11
1200, 11
1210, 11
1220, 11
1230, 11
1240, 11
1250, 11
1260, 11
1270, 11
1280, 11
1290, 11
1300, 11
1310, 11
1320, 11
1330, 11
1340, 11
1350, 11
1360, 11
1370, 11
1380, 11
1390, 11
1400, 11
1410, 11
1420, 11
1430, 11
1440, 11
1450, 11
1460, 11
1470, 11
1480, 11
1490, 11
1500, 11
1510, 11
1520, 11
1530, 11
1540, 11
1550, 11
1560, 11
1570, 11
1580, 11
1590, 11
1600, 11
1610, 11
1620, 11
1630, 9
1640, 9
1650, 9
1660, 9
1670, 9
1680, 9
1690, 9
1700, 9
1710, 9
1720, 9
1730, 9
1740, 9
1750, 9
1760, 9
1770, 9
1780, 9
1790, 9
1800, 9
1810, 9
1820, 9
1830, 9
1840, 9
1850, 9
1860, 9
1870, 9
1880, 9
1890, 9
1900, 9
1910, 9
1920, 9
1930, 9
1940, 9
1950, 9
1960, 9
1970, 9
1980, 9
1990, 9
