0, 11061
10, 10964
20, 10943
30, 10860
40, 10759
50, 10683
60, 10612
70, 10489
80, 10347
90, 10103
100, 9830
110, 9512
120, 9149
130, 8796
140, 8387
150, 7920
160, 7476
170, 6978
180, 6513
190, 6065
200, 5649
210, 5208
220, 4867
230, 4522
240, 4267
250, 3921
260, 3636
270, 3414
280, 3182
290, 2980
300, 2769
310, 2536
320, 2405
330, 2231
340, 2103
350, 1956
360, 1802
370, 1692
380, 1599
390, 1508
400, 1408
410, 1325
420, 1244
430, 1199
440, 1145
450, 1078
460, 1018
470, 973
480, 918
490, 879
500, 842
510, 824
520, 784
530, 758
540, 732
550, 702
560, 665
570, 641
580, 601
590, 572
600, 558
610, 532
620, 509
630, 494
640, 458
650, 439
660, 423
670, 411
680, 400
690, 387
700, 376
710, 367
720, 355
730, 342
740, 337
750, 330
760, 325
770, 324
780, 318
790, 313
800, 302
810, 295
820, 277
830, 276
840, 276
850, 263
860, 255
870, 246
880, 246
890, 245
900, 237
910, 236
920, 236
930, 231
940, 230
950, 222
960, 219
970, 216
980, 206
990, 203
1000, 201
1010, 201
1020, 198
1030, 195
1040, 192
1050, 191
1060, 188
1070, 185
1080, 185
1090, 183
1100, 183
1110, 179
1120, 176
1130, 176
1140, 172
1150, 172
1160, 172
1170, 172
1180, 164
1190, 158
1200, 158
1210, 158
1220, 158
1230, 155
1240, 155
1250, 155
1260, 155
1270, 151
1280, 151
1290, 146
1300, 146
1310, 146
1320, 146
1330, 143
1340, 143
1350, 143
1360, 136
1370, 136
1380, 136
1390, 133
1400, 133
1410, 133
1420, 133
1430, 133
1440, 133
1450, 133
1460, 133
1470, 133
1480, 129
1490, 129
1500, 129
1510, 127
1520, 125
1530, 123
1540, 123
1550, 123
1560, 123
1570, 123
1580, 123
1590, 123
1600, 123
1610, 123
1620, 122
1630, 122
1640, 122
1650, 119
1660, 114
1670, 114
1680, 114
1690, 114
1700, 114
1710, 114
1720, 114
1730, 114
1740, 114
1750, 114
1760, 112
1770, 112
1780, 112
1790, 112
1800, 112
1810, 112
1820, 112
1830, 110
1840, 110
1850, 110
1860, 110
1870, 109
1880, 109
1890, 109
1900, 109
1910, 109
1920, 109
1930, 104
1940, 103
1950, 103
1960, 103
1970, 103
1980, 103
1990, 103
