0, 615
10, 610
20, 598
30, 590
40, 581
50, 580
60, 568
70, 560
80, 555
90, 553
100, 544
110, 540
120, 536
130, 530
140, 525
150, 522
160, 513
170, 511
180, 501
190, 493
200, 488
210, 476
220, 463
230, 460
240, 452
250, 445
260, 434
270, 428
280, 409
290, 393
300, 377
310, 352
320, 338
330, 332
340, 322
350, 309
360, 303
370, 294
380, 294
390, 282
400, 271
410, 261
420, 255
430, 229
440, 193
450, 179
460, 164
470, 153
480, 151
490, 141
500, 128
510, 116
520, 105
530, 102
540, 100
550, 97
560, 97
570, 90
580, 82
590, 82
600, 69
610, 67
620, 67
630, 62
640, 61
650, 61
660, 61
670, 54
680, 54
690, 51
700, 51
710, 51
720, 51
730, 51
740, 51
750, 51
760, 51
770, 51
780, 49
790, 49
800, 49
810, 46
820, 46
830, 45
840, 45
850, 42
860, 38
870, 38
880, 38
890, 38
900, 38
910, 38
920, 33
930, 33
940, 33
950, 33
960, 33
970, 33
980, 33
990, 24
1000, 24
1010, 24
1020, 24
1030, 24
1040, 24
1050, 24
1060, 24
1070, 24
1080, 24
1090, 24
1100, 24
1110, 24
1120, 24
1130, 24
1140, 24
1150, 24
1160, 24
1170, 24
1180, 24
1190, 24
1200, 24
1210, 24
1220, 22
1230, 22
1240, 22
1250, 19
1260, 19
1270, 19
1280, 15
1290, 15
1300, 15
1310, 15
1320, 15
1330, 15
1340, 12
1350, 12
1360, 12
1370, 12
1380, 12
1390, 12
1400, 12
1410, 12
1420, 12
1430, 12
1440, 12
1450, 12
1460, 12
1470, 12
1480, 12
1490, 12
1500, 12
1510, 12
1520, 12
1530, 12
1540, 12
1550, 12
1560, 12
1570, 12
1580, 12
1590, 12
1600, 12
1610, 12
1620, 12
1630, 12
1640, 12
1650, 12
1660, 12
1670, 12
1680, 7
1690, 7
1700, 7
1710, 4
1720, 4
1730, 4
1740, 4
1750, 4
1760, 4
1770, 4
1780, 4
1790, 4
1800, 4
1810, 4
1820, 4
1830, 4
1840, 4
1850, 4
1860, 4
1870, 4
1880, 4
1890, 4
1900, 4
1910, 4
1920, 4
1930, 4
1940, 4
1950, 4
1960, 4
1970, 4
1980, 4
1990, 4
