0, 3440
10, 3438
20, 3417
30, 3390
40, 3381
50, 3375
60, 3371
70, 3357
80, 3347
90, 3327
100, 3306
110, 3272
120, 3240
130, 3192
140, 3118
150, 3032
160, 2944
170, 2867
180, 2784
190, 2677
200, 2552
210, 2443
220, 2286
230, 2157
240, 2007
250, 1884
260, 1780
270, 1656
280, 1584
290, 1490
300, 1391
310, 1285
320, 1208
330, 1103
340, 1043
350, 980
360, 922
370, 876
380, 802
390, 756
400, 693
410, 644
420, 607
430, 550
440, 519
450, 484
460, 431
470, 395
480, 366
490, 350
500, 333
510, 321
520, 302
530, 261
540, 225
550, 208
560, 187
570, 187
580, 181
590, 174
600, 165
610, 160
620, 154
630, 154
640, 147
650, 145
660, 128
670, 119
680, 119
690, 113
700, 109
710, 108
720, 99
730, 99
740, 94
750, 91
760, 88
770, 82
780, 82
790, 78
800, 78
810, 71
820, 71
830, 71
840, 62
850, 60
860, 58
870, 58
880, 58
890, 51
900, 51
910, 51
920, 46
930, 46
940, 46
950, 46
960, 43
970, 41
980, 41
990, 41
1000, 38
1010, 33
1020, 33
1030, 33
1040, 33
1050, 33
1060, 28
1070, 28
1080, 28
1090, 28
1100, 28
1110, 25
1120, 25
1130, 23
1140, 20
1150, 20
1160, 20
1170, 19
1180, 19
1190, 19
1200, 16
1210, 16
1220, 16
1230, 16
1240, 16
1250, 16
1260, 16
1270, 16
1280, 16
1290, 16
1300, 16
1310, 16
1320, 16
1330, 16
1340, 16
1350, 16
1360, 16
1370, 16
1380, 16
1390, 16
1400, 14
1410, 14
1420, 14
1430, 14
1440, 14
1450, 14
1460, 14
1470, 14
1480, 14
1490, 14
1500, 14
1510, 14
1520, 14
1530, 14
1540, 14
1550, 14
1560, 14
1570, 14
1580, 14
1590, 14
1600, 14
1610, 14
1620, 14
1630, 14
1640, 14
1650, 14
1660, 14
1670, 14
1680, 14
1690, 14
1700, 14
1710, 14
1720, 14
1730, 14
1740, 14
1750, 14
1760, 14
1770, 14
1780, 14
1790, 14
1800, 14
1810, 14
1820, 14
1830, 14
1840, 14
1850, 14
1860, 14
1870, 14
1880, 14
1890, 14
1900, 14
1910, 14
1920, 14
1930, 14
1940, 14
1950, 14
1960, 14
1970, 14
1980, 14
1990, 14
